id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
247,2021,Elas Digitais: protagonismo feminino para falar de cursos e carreiras na área de Computação,Caroline Reis Vieira Santos Rauta (IFSC); Daniela Sbizera Justo (IFSC); Rayana Prata Neves (IFSC); Djhesica Moreira Cortez (IFSC); Amanda de Oliveira Casagrande (IFSC),"Este trabalho apresenta um projeto de extensão cujo objetivo foi criar materiais com protagonismo feminino para divulgar carreiras na área da Computação. Foi realizada uma chamada via e-mail para entrevistas para as participantes do Elas Digitais e, a partir da adesão das profissionais de diferentes graduações, foi realizada pesquisa sobre os cursos de Licenciatura em Computação, Sistemas de Informação, Ciência da Computação e Engenharia de Computação. Como resultado, produziram-se quatro episódios de podcast e dois fôlderes com informações sobre os cursos supracitados. Esse material foi disponibilizado pela página do projeto para reprodução gratuita e distribuição em eventos que envolvam mulheres.",1,Cluster 1,1,1_ensino_oficina_programação_alunas
248,2021,Estratégias pedagógicas no ensino de programação para mulheres,Caroline Sacramento Alves (UFBA); Juliana Maria Oliveira dos Santos (UFBA); Débora Abdalla (UFBA),"Este artigo apresenta as estratégias pedagógicas utilizadas em um curso de iniciação à programação de computadores exclusivo para mulheres.  Além disso, traz reflexões sobre como tais estratégias potencializam o processo de ensino-aprendizagem no que diz respeito ao desenvolvimento do interesse  feminino pela área da computação. Os cursos são realizados pelo projeto  Meninas Digitais – Regional Bahia.",2,Cluster 2,23,23_curso_iniciação_professoras_maringá
249,2021,Heroínas Ocultas: As Históricas Nunca Contadas da Ciência,Marcia Ferreira Cristaldo (IFMS); Marta Luzzi (IFMS); Claudia Santos Fernandes (IFMS); Amanda Raynara Quintana Theodoro (IFMS); Ariadne Nicoly Mori de Paula (IFMS); Bianca Fernandes Ribas (IFMS); Clara Scatena da Silva (IFMS); Diane Rosa da Silva (IFMS); Giovanna Mara Paes Franco (IFMS); Kryslla Barbosa Rocha de Carvalho (IFMS); Luana Arfux de Castro Nogueira (IFMS); Alice Barbosa do Couto (IFMS); Maria Eduarda Alves Barbosa (IFMS); Nayara Arruda Cunha (IFMS),"As pesquisadoras verificaram sérias questões de desigualdades em Mato Grosso do Sul nos projeto desenvolvidos na área de extensão e pesquisa, que abrangem as questões de gênero na área da computação, especialmente mulheres, que tentam entrar ou estão na área de tecnologia. Frequentemente se atribui a estes grupos, baixa aptidão para área. Com o intuito de contribuir para a reversão das desigualdades de oportunidades enfrentadas por pessoas pertencentes a grupos estigmatizados, foi criado um livro que apresenta para crianças e adolescentes as Mulheres Inventoras da Computação, com intuito de aumentar, perseverar as mulheres que trabalham estudam na área da computação. O livro foi publicado com o nome “Heroínas Ocultas: as histórias nunca contadas da ciência” pela editora Brazil Publishing, com uma versão e-book.",2,Cluster 2,11,11_mulheres_tecnologia_cientista_escolhas
250,2021,Incentivando Meninas nas Ciências: um Relato de Experiência dos Minicursos de Programação e Robótica para Jovens,Júlia Marotti (UFRJ); Francisco Campos (UFRJ); Julia Godinho (UFRJ); Gabriel SantClair (UFRJ); Flávia Villela (UFRJ); Janaina Gomide (UFRJ); Laura Emmanuella de Oliveira (UFRN); Beatriz Becker (UFRJ); Camila Laricchia (UFRJ); Denise Siloto (UFRJ); Elisa Rocha (UFRJ); Milena Estanislau (UFRJ); Tabatta Martins (UFRJ); Valeria Nunes Belmonte (UFRJ),"Este artigo apresenta o relato de experiência dos minicursos de programação e robótica para jovens meninas de Macaé e região. O objetivo desse trabalho é incentivar a formação de mulheres para as carreiras de ciências exatas, engenharias e computação, e divulgar os  cursos de graduação em Engenharia oferecidos pela Universidade Federal do Rio de Janeiro (UFRJ) para essas jovens.  Esses minicursos aconteceram em parceria com professoras de três escolas públicas e  atingiram no total 50 jovens, sendo 35 do sexo feminino. Ao longo das aulas pôde-se observar o interesse das alunas pelas atividades realizadas nos cursos da Engenharia e a curiosidade por aprender mais sobre programação.",0,Cluster 0,23,23_curso_iniciação_professoras_maringá
251,2021,Investigando a Participação das Mulheres nas Áreas de Teste e Qualidade de Software,Larissa M. R. Alves (UFERSA); Samara Martins Nascimento (UFERSA); Veronica M. L. Silva (UFERSA),"A demanda por profissionais nas áreas de Tecnologia da Informação e Comunicação (TIC) tem crescido. Apesar disso, não se consegue suprir totalmente as vagas existentes. Um possível motivo do não preenchimento pode estar relacionado a baixa participação feminina na área. Especificamente, em áreas como Teste e Qualidade de Software, existe uma lacuna gerada pela falta de informação, motivando a proposta deste trabalho. Os resultados, baseados em uma análise quali-quantitativa, mostraram uma maior concentração mulheres trabalhando nestas áreas nas regiões Nordeste e Sudeste.",5,Cluster 5,26,26_dados_abertos_stem_emílias
252,2021,Mentoria em programação: aprendendo ao ensinar e ensinando ao aprender,Thais Regina de M. B. Silva (UFV); Gláucia Braga e Silva (UFV); Maria Theresa Arruda Henriques (UFV),"Diversos trabalhos na literatura mostram as dificuldades rotineiras encontradas por estudantes no processo inicial de aprendizado da programação de computadores. Em particular, esta questão tem o potencial de aumentar a resistência e a evasão de meninas. Este artigo apresenta a forma como relações de mentoria foram instituídas no programa MinasCoders, despertando interesse e motivação na programação, nos cursos e na área de tecnologia de modo geral. Os resultados mostraram que o empoderamento de mentoras e o sentimento de acolhimento de mentoradas se traduziram em aprendizado concreto.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
253,2021,Nossa Voz: uma plataforma digital para visualização de dados sobre violência contra a mulher no Brasil,Dynnah Hanna Max P. G. da Silva (IFPB); Alana Marques de Morais (UNIESP); Aline Marques de Morais (UNIESP),"O Brasil enfrenta um grande desafio quando colocamos em evidência a desigualdade de gênero e é perceptível que alguns números divulgados por pesquisas de monitoramento de violência se tornam alarmantes. Sendo assim, este artigo procura apresentar resultados do desenvolvimento de uma plataforma que permite uma visualização mais intuitiva dos dados de bases abertas sobre a problemática violência contra a mulher no Brasil, dando um enfoque especial ao estado da Paraíba.",4,Cluster 4,3,3_brasil_feminina_cursos_superior
254,2021,O Gênero Negro Feminino nas Redes Sociais: o que Revelam as Produções Acadêmicas,Mory Márcia de Oliveira Lobo (UFMT); Cristiano Maciel (UFMT),"A proposta do estudo baseia-se na pergunta central: o que está sendo produzido sobre a temática do gênero feminino negro especialmente por mulheres negras em redes sociais? Considerando o contexto brasileiro, o presente artigo apresenta uma vitrine de dados, prestados pelo estado da arte de produções científicas (dissertações e teses) relacionadas ao tema ora em exame.",4,Cluster 4,7,7_brasileira_brasileiras_negras_computação
255,2021,Projeto Katie: o desafio de motivar meninas para as áreas STEM em meio à pandemia,Ana Carolina Nesso Guedes (UFAL); Ester de Lima Pontes Andrade (UFAL); Kamila Almeida Benevides (UFAL); Kelly Bianca Araújo Silva (UFAL); Lilian Giselly Pereira Santos (UFAL); Luana Júlia Nunes Ferreira (UFAL); Natália de Assis Sousa (UFAL); Rebeca de Jesus Brandão (UFAL); Eliana Almeida (UFAL),"O presente artigo apresenta relatos a respeito do projeto de extensão da Universidade Federal de Alagoas intitulado: ""Katie: saindo do buraco negro e impulsionando as meninas para a computação"", que visa motivar, apoiar e promover a inclusão das mulheres nas áreas de Ciência, Tecnologia, e Engenharia e Matemática (STEM). O artigo descreve como o projeto Katie permaneceu ativo durante o período de pandemia ocasionado pelo COVID-19. Para que as atividades ocorressem, foram utilizadas ferramentas online, como as mídias sociais e as plataformas digitais para levar ao público uma inclusão de assuntos relacionados à Tecnologia da Informação, além de ser tema de um artigo publicado em um evento nacional da área de comunicação.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
256,2021,Redes sociais como ferramenta de visibilidade das mulheres nas ciências exatas: análise do perfil @lindasdaengenharia,Sara das Mercês Silva (UFPA); Geisiane S. Matos (UFPA); Tatiane A. Nascimento (UFPA); Fabíola Pantoja O. Araújo (UFPA),"Este artigo objetiva verificar a visibilidade de mulheres que atuam nas ciências exatas, através das redes sociais, analisando o perfil \textit{@lindasdaengenharia} que divulga informações profissionais de mulheres das ciências exatas. Os resultados obtidos por meio da análise das métricas mostraram que o perfil tem um alcance de 88 mil usuários por mês.",5,Cluster 5,9,9_mulheres_teams_redes_análise
257,2021,Redes Sociais e Mulheres na Computação: Iniciativas Divulgadas no Meio Digital,Suzy Kamylla de Oliveira Menezes (IFAL / UFAL),O objetivo deste artigo é obter um panorama de perfis em uma rede social de iniciativas brasileiras que incentivam a presença de mulheres na área da Computação. A metodologia utilizada foi inspirada no processo de Mapeamento Sistemático. A partir de buscas em uma rede social foram selecionados 78 perfis. Concluiu-se que há uma quantidade representativa de iniciativas brasileiras distribuídas no âmbito acadêmico que buscam atrair e incentivar mulheres a entrarem na área da Computação.,4,Cluster 4,7,7_brasileira_brasileiras_negras_computação
258,2021,Relato da experiência de desenvolvimento de um manual de boas práticas em ambientes acadêmicos,Bruna Mariana F. de Souza (UFAM); Kalil Ferreira (UFAM); Adrya Araújo (UFAM); Jeovana Leão (UFAM); Julis Figueira de Araújo (UFAM); Mariana Barros (UFAM); Tanara Lauschner (UFAM); Fabiola Guerra Nakamura (UFAM),"Este artigo tem como objetivo expor a percepção de um grupo de discentes, sob a coordenação de uma docente, sobre sua participação no desenvolvimento de um manual de boas práticas no ambiente universitário em relação a desigualdade de gênero. Além de apresentar o processo realizado até o momento, o artigo descreve as expectativas do grupo acerca deste documento, apresenta a preparação e construção do material, assim como a experiência do grupo nesse processo de criação. O manual encontra-se em fase de desenvolvimento, porém já está com sua estrutura e conteúdos definidos, com algumas seções em fases de revisão e outras de escrita.",2,Cluster 2,6,6_pesquisa_egressas_estudo_viés
259,2021,Relato das atividades e dificuldades do Coletivo Mirtha Lina em meio à pandemia de Covid-19,Camila Sass (UFABC); Beatriz Chicaroni (UFABC); Lara Tenore (UFABC); Lidia Ferreira (UFABC); Maria Eduarda Brandão (UFABC); Melissa Lins (UFABC); Poliana Ferreira (UFABC); Rosimeire Santana (UFABC); Carla Rodriguez (UFABC); Denise Goya (UFABC); Rafaela V. Rocha (UFABC),"Atualmente, a proporção de mulheres graduadas ou matriculadas nas áreas relacionadas à STEM é baixa na maior parte dos países. Essa situação é preocupante pois mostra que as mulheres não estão participando de forma igualitária de um dos grandes pilares da nossa sociedade. Visto isso, este artigo relata as dificuldades e ações do coletivo de graduandas, em meio à pandemia de Covid-19, para aumentar a participação de meninas e mulheres nessas áreas. Dentre as ações, estão a reformulação da identidade visual do grupo; formação de novas monitoras; revisão de materiais dos cursos; e a organização e participação em um workshop on-line.",2,Cluster 2,0,0_stem_projeto_feminina_áreas
